,U_DPTO,U_MPIO,HA_TOT_PER,Municipio,Departamento
750,52,621,10473.0,Roberto payan (san jose),Nariño
751,52,678,23697.0,Samaniego,Nariño
752,52,683,18837.0,Sandona,Nariño
753,52,685,8874.0,San bernardo,Nariño
754,52,687,16626.0,San lorenzo,Nariño
755,52,693,12905.0,San pablo,Nariño
756,52,694,6572.0,San pedro de cartago,Nariño
757,52,696,8989.0,Santa barbara (iscuande),Nariño
758,52,699,9869.0,Santa cruz (guachaves),Nariño
759,52,720,6894.0,Sapuyes,Nariño
760,52,786,15412.0,Taminango,Nariño
761,52,788,10331.0,Tangua,Nariño
762,52,835,134862.0,Tumaco,Nariño
763,52,838,41909.0,Tuquerres,Nariño
764,52,885,10579.0,Yacuanquer,Nariño
765,54,1,624729.0,Cucuta,Norte de santander
766,54,3,30118.0,Abrego,Norte de santander
767,54,51,8102.0,Arboledas,Norte de santander
768,54,99,6867.0,Bochalema,Norte de santander
769,54,109,4698.0,Bucarasica,Norte de santander
770,54,125,2723.0,Cacota,Norte de santander
771,54,128,8642.0,Cachira,Norte de santander
772,54,172,15956.0,Chinacota,Norte de santander
773,54,174,10554.0,Chitaga,Norte de santander
774,54,206,17879.0,Convencion,Norte de santander
775,54,223,7648.0,Cucutilla,Norte de santander
776,54,239,4367.0,Durania,Norte de santander
777,54,245,11959.0,El carmen,Norte de santander
778,54,250,18986.0,El tarra,Norte de santander
779,54,261,25999.0,El zulia,Norte de santander
780,54,313,5915.0,Gramalote,Norte de santander
781,54,344,9622.0,Hacari,Norte de santander
782,54,347,4689.0,Herran,Norte de santander
783,54,377,5538.0,Labateca,Norte de santander
784,54,385,11040.0,La esperanza,Norte de santander
785,54,398,7146.0,La playa,Norte de santander
786,54,405,81112.0,Los patios,Norte de santander
787,54,418,3602.0,Lourdes,Norte de santander
788,54,480,3891.0,Mutiscua,Norte de santander
789,54,498,110671.0,Ocaña,Norte de santander
790,54,518,44805.0,Pamplona,Norte de santander
791,54,520,4929.0,Pamplonita,Norte de santander
792,54,553,8139.0,Puerto santander,Norte de santander
793,54,599,5381.0,Ragonvalia,Norte de santander
794,54,660,8724.0,Salazar,Norte de santander
795,54,670,9915.0,San calixto,Norte de santander
796,54,673,6677.0,San cayetano,Norte de santander
797,54,680,3079.0,Santiago,Norte de santander
798,54,720,21159.0,Sardinata,Norte de santander
799,54,743,5713.0,Silos,Norte de santander
800,54,800,12710.0,Teorama,Norte de santander
801,54,810,51144.0,Tibu,Norte de santander
802,54,820,14763.0,Toledo,Norte de santander
803,54,871,4602.0,Villacaro,Norte de santander
804,54,874,93550.0,Villa del rosario,Norte de santander
805,63,1,273769.0,Armenia,Quindio
806,63,111,2681.0,Buenavista,Quindio
807,63,130,69366.0,Calarca,Quindio
808,63,190,27090.0,Circasia,Quindio
809,63,212,5516.0,Cordoba,Quindio
810,63,272,11183.0,Filandia,Quindio
811,63,302,7050.0,Genova,Quindio
812,63,401,32491.0,La tebaida,Quindio
813,63,470,35138.0,Montenegro,Quindio
814,63,548,4854.0,Pijao,Quindio
815,63,594,28983.0,Quimbaya,Quindio
816,63,690,7490.0,Salento,Quindio
817,66,1,406722.0,Pereira,Risaralda
818,66,45,10662.0,Apia,Risaralda
819,66,75,4976.0,Balboa,Risaralda
820,66,88,21398.0,Belen de umbria,Risaralda
821,66,170,194229.0,Dos quebradas,Risaralda
822,66,318,11516.0,Guatica,Risaralda
823,66,383,6154.0,La celia,Risaralda
824,66,400,25829.0,La virginia,Risaralda
825,66,440,15422.0,Marsella,Risaralda
826,66,456,15921.0,Mistrato,Risaralda
827,66,572,14429.0,Pueblo rico,Risaralda
828,66,594,25182.0,Quinchia,Risaralda
829,66,682,70586.0,Santa rosa de cabal,Risaralda
830,66,687,11734.0,Santuario,Risaralda
831,68,1,523426.0,Bucaramanga,Santander
832,68,13,1649.0,Aguada,Santander
833,68,20,3307.0,Albania,Santander
834,68,51,7861.0,Aratoca,Santander
835,68,77,28739.0,Barbosa,Santander
836,68,79,7571.0,Barichara,Santander
837,68,81,197974.0,Barrancabermeja,Santander
838,68,92,5185.0,Betulia,Santander
839,68,101,9437.0,Bolivar,Santander
840,68,121,1605.0,Cabrera,Santander
841,68,132,1784.0,California,Santander
842,68,147,5276.0,Capitanejo,Santander
843,68,152,4130.0,Carcasi,Santander
844,68,160,1869.0,Cepita,Santander
845,68,162,6460.0,Cerrito,Santander
846,68,167,10934.0,Charala,Santander
847,68,169,2814.0,Charta,Santander
848,68,176,2364.0,Chima,Santander
849,68,179,4336.0,Chipata,Santander
850,68,190,24843.0,Cimitarra,Santander
851,68,207,5300.0,Concepcion,Santander
852,68,209,2902.0,Confines,Santander
853,68,211,3179.0,Contratacion,Santander
854,68,217,4775.0,Coromoro,Santander
855,68,229,11600.0,Curiti,Santander
856,68,235,17567.0,El carmen de chucury,Santander
857,68,245,1642.0,El guacamayo,Santander
858,68,250,4095.0,El peñon,Santander
859,68,255,12840.0,El playon,Santander
860,68,264,2328.0,Encino,Santander
861,68,266,3382.0,Enciso,Santander
862,68,271,4596.0,Florian,Santander
863,68,276,274607.0,Floridablanca,Santander
864,68,296,2666.0,Galan,Santander
865,68,298,3508.0,Gambita,Santander
866,68,307,148741.0,Giron,Santander
867,68,318,5742.0,Guaca,Santander
868,68,320,3818.0,Guadalupe,Santander
869,68,322,2052.0,Guapota,Santander
870,68,324,3748.0,Guavata,Santander
871,68,327,4402.0,Guepsa,Santander
872,68,344,2120.0,Hato,Santander
873,68,368,2987.0,Jesus maria,Santander
874,68,370,1163.0,Jordan,Santander
875,68,377,5500.0,La belleza,Santander
876,68,385,9231.0,Landazuri,Santander
877,68,397,3986.0,La paz,Santander
878,68,406,37170.0,Lebrija,Santander
879,68,418,12403.0,Los santos,Santander
880,68,425,2130.0,Macaravita,Santander
881,68,432,19567.0,Malaga,Santander
882,68,444,4470.0,Matanza,Santander
883,68,464,10113.0,Mogotes,Santander
884,68,468,3915.0,Molagavita,Santander
885,68,498,4537.0,Ocamonte,Santander
886,68,500,10117.0,Oiba,Santander
887,68,502,3928.0,Onzaga,Santander
888,68,522,1244.0,Palmar,Santander
889,68,524,2432.0,Palmas del socorro,Santander
890,68,533,4144.0,Paramo,Santander
891,68,547,156660.0,Piedecuesta,Santander
892,68,549,4457.0,Pinchote,Santander
893,68,572,12451.0,Puente nacional,Santander
894,68,573,6861.0,Puerto parra,Santander
895,68,575,31698.0,Puerto wilches,Santander
896,68,615,25233.0,Rionegro,Santander
897,68,655,27718.0,Sabana de torres,Santander
898,68,669,7985.0,San andres,Santander
899,68,673,2705.0,San benito,Santander
900,68,679,54066.0,San gil,Santander
901,68,682,2167.0,San joaquin,Santander
902,68,684,4132.0,San jose de miranda,Santander
903,68,686,2433.0,San miguel,Santander
904,68,689,28760.0,San vicente de chucuri,Santander
905,68,705,2239.0,Santa barbara,Santander
906,68,720,3160.0,Santa helena del opon,Santander
907,68,745,7759.0,Simacota,Santander
908,68,755,28975.0,Socorro,Santander
909,68,770,8739.0,Suaita,Santander
910,68,773,6038.0,Sucre,Santander
911,68,780,3520.0,Surata,Santander
912,68,820,6680.0,Tona,Santander
913,68,855,5648.0,Valle san jose,Santander
914,68,861,18382.0,Velez,Santander
915,68,867,1762.0,Vetas,Santander
916,68,872,6725.0,Villanueva,Santander
917,68,895,8865.0,Zapatoca,Santander
918,70,1,273225.0,Sincelejo,Sucre
919,70,110,10005.0,Buenavista,Sucre
920,70,124,13331.0,Caimito,Sucre
921,70,204,7803.0,Coloso (ricaurte),Sucre
922,70,215,65848.0,Corozal,Sucre
923,70,230,4425.0,Chalan,Sucre
924,70,235,20239.0,Galeras (nueva granada),Sucre
925,70,265,15618.0,Guaranda,Sucre
926,70,400,11510.0,La union,Sucre
927,70,418,21831.0,Los palmitos,Sucre
928,70,429,32622.0,Majagual,Sucre
929,70,473,14789.0,Morroa,Sucre
930,70,508,22384.0,Ovejas,Sucre
931,70,523,12534.0,Palmito,Sucre
932,70,670,44617.0,Sampues,Sucre
933,70,678,25511.0,San benito abad,Sucre
934,70,702,13435.0,San juan de betulia,Sucre
935,70,708,53315.0,San marcos,Sucre
936,70,713,47952.0,San onofre,Sucre
937,70,717,18010.0,San pedro,Sucre
938,70,742,30188.0,Since,Sucre
939,70,771,23971.0,Sucre,Sucre
940,70,820,32012.0,Tolu,Sucre
941,70,823,20033.0,Toluviejo,Sucre
942,73,1,494059.0,Ibague,Tolima
943,73,24,4072.0,Alpujarra,Tolima
944,73,26,6712.0,Alvarado,Tolima
945,73,30,6524.0,Ambalema,Tolima
946,73,43,7591.0,Anzoategui,Tolima
947,73,55,11326.0,Armero (guayabal),Tolima
948,73,67,18218.0,Ataco,Tolima
949,73,124,17260.0,Cajamarca,Tolima
950,73,148,9614.0,Carmen apicala,Tolima
951,73,152,5496.0,Casabianca,Tolima
952,73,168,43221.0,Chaparral,Tolima
953,73,200,7495.0,Coello,Tolima
954,73,217,18999.0,Coyaima,Tolima
955,73,226,7762.0,Cunday,Tolima
956,73,236,7262.0,Dolores,Tolima
957,73,268,67174.0,Espinal,Tolima
958,73,270,6612.0,Falan,Tolima
959,73,275,27309.0,Flandes,Tolima
960,73,283,28776.0,Fresno,Tolima
961,73,319,30364.0,Guamo,Tolima
962,73,347,6361.0,Herveo,Tolima
963,73,349,22753.0,Honda,Tolima
964,73,352,9979.0,Icononzo,Tolima
965,73,408,16971.0,Lerida,Tolima
966,73,411,32886.0,Libano,Tolima
967,73,443,34398.0,Mariquita,Tolima
968,73,449,33773.0,Melgar,Tolima
969,73,461,3348.0,Murillo,Tolima
970,73,483,14274.0,Natagaima,Tolima
971,73,504,29662.0,Ortega,Tolima
972,73,520,9188.0,Palocabildo,Tolima
973,73,547,5518.0,Piedras,Tolima
974,73,555,21503.0,Planadas,Tolima
975,73,563,7893.0,Prado,Tolima
976,73,585,22461.0,Purificacion,Tolima
977,73,616,19065.0,Rioblanco,Tolima
978,73,622,5093.0,Roncesvalles,Tolima
979,73,624,20220.0,Rovira,Tolima
980,73,671,14078.0,Saldaña,Tolima
981,73,675,11478.0,San antonio,Tolima
982,73,678,12139.0,San luis,Tolima
983,73,686,5026.0,Santa isabel,Tolima
984,73,770,3446.0,Suarez,Tolima
985,73,854,4502.0,Valle de san juan,Tolima
986,73,861,12114.0,Venadillo,Tolima
987,73,870,8520.0,Villahermosa,Tolima
988,73,873,5005.0,Villarrica,Tolima
989,76,1,1811385.0,Cali (santiago de cali),Valle
990,76,20,12165.0,Alcala,Valle
991,76,36,18117.0,Andalucia,Valle
992,76,41,15651.0,Ansermanuevo,Valle
993,76,54,5008.0,Argelia,Valle
994,76,100,13899.0,Bolivar,Valle
995,76,109,256921.0,Buenaventura,Valle
996,76,111,114081.0,Buga,Valle
997,76,113,22030.0,Bugalagrande,Valle
998,76,122,26132.0,Caicedonia,Valle
999,76,126,16016.0,Calima (darien),Valle
1000,76,130,84626.0,Candelaria,Valle
1001,76,147,117395.0,Cartago,Valle
1002,76,233,39550.0,Dagua,Valle
1003,76,243,7373.0,El aguila,Valle
1004,76,246,6179.0,El cairo,Valle
1005,76,248,53929.0,El cerrito,Valle
1006,76,250,8496.0,El dovio,Valle
1007,76,275,54207.0,Florida,Valle
1008,76,306,18956.0,Ginebra,Valle
1009,76,318,30090.0,Guacari,Valle
1010,76,364,127125.0,Jamundi,Valle
1011,76,377,12839.0,La cumbre,Valle
1012,76,400,29367.0,La union,Valle
1013,76,403,11046.0,La victoria,Valle
1014,76,497,10970.0,Obando,Valle
1015,76,520,299173.0,Palmira,Valle
1016,76,563,43506.0,Pradera,Valle
1017,76,606,12798.0,Restrepo,Valle
1018,76,616,14027.0,Riofrio,Valle
1019,76,622,31466.0,Roldanillo,Valle
1020,76,670,15450.0,San pedro,Valle
1021,76,736,36552.0,Sevilla,Valle
1022,76,823,12068.0,Toro,Valle
1023,76,828,16646.0,Trujillo,Valle
1024,76,834,185762.0,Tulua,Valle
1025,76,845,4772.0,Ulloa,Valle
1026,76,863,6233.0,Versalles,Valle
1027,76,869,10741.0,Vijes,Valle
1028,76,890,15319.0,Yotoco,Valle
1029,76,892,94868.0,Yumbo,Valle
1030,76,895,39295.0,Zarzal,Valle
1031,81,1,74637.0,Arauca,Arauca
1032,81,65,44793.0,Arauquita,Arauca
1033,81,220,3644.0,Cravo norte,Arauca
1034,81,300,17394.0,Fortul,Arauca
1035,81,591,4145.0,Puerto rondon,Arauca
1036,81,736,52278.0,Saravena,Arauca
1037,81,794,39855.0,Tame,Arauca
1038,85,1,154478.0,Yopal,Casanare
1039,85,10,33408.0,Aguazul,Casanare
1040,85,15,1957.0,Chameza,Casanare
1041,85,125,10985.0,Hato corozal,Casanare
1042,85,136,1174.0,La salina,Casanare
1043,85,139,12849.0,Mani,Casanare
1044,85,162,14803.0,Monterrey,Casanare
1045,85,225,8402.0,Nunchia,Casanare
1046,85,230,7938.0,Orocue,Casanare
1047,85,250,33956.0,Paz de ariporo,Casanare
1048,85,263,10675.0,Pore,Casanare
1049,85,279,1230.0,Recetor,Casanare
1050,85,300,3005.0,Sabanalarga,Casanare
1051,85,315,1675.0,Sacama,Casanare
1052,85,325,7436.0,San luis de palenque,Casanare
1053,85,400,6095.0,Tamara,Casanare
1054,85,410,21288.0,Tauramena,Casanare
1055,85,430,11583.0,Trinidad,Casanare
1056,85,440,31691.0,Villanueva,Casanare
1057,86,1,47837.0,Mocoa,Putumayo
1058,86,219,5199.0,Colon,Putumayo
1059,86,320,32644.0,Orito,Putumayo
1060,86,568,55919.0,Puerto asis,Putumayo
1061,86,569,11082.0,Puerto caicedo,Putumayo
1062,86,571,16820.0,Puerto guzman,Putumayo
1063,86,573,18497.0,Puerto leguizamo,Putumayo
1064,86,749,14070.0,Sibundoy,Putumayo
1065,86,755,5560.0,San francisco,Putumayo
1066,86,757,13903.0,San miguel (la dorada),Putumayo
1067,86,760,6819.0,Santiago,Putumayo
1068,86,865,27150.0,La hormiga (valle del guamuez),Putumayo
1069,86,885,21977.0,Villagarzon,Putumayo
1070,88,1,43289.0,San andres,San andres
1071,88,564,4545.0,Providencia,San andres
1072,91,1,41254.0,Leticia,Amazonas
1073,91,263,1637.0,El encanto,Amazonas
1074,91,405,1759.0,La chorrera,Amazonas
1075,91,407,3510.0,La pedrera,Amazonas
1076,91,430,166.0,La victoria,Amazonas
1077,91,460,850.0,Miriti-parana,Amazonas
1078,91,530,681.0,Puerto alegria,Amazonas
1079,91,536,766.0,Puerto arica,Amazonas
1080,91,540,7465.0,Puerto nariño,Amazonas
1081,91,669,1279.0,Puerto santander,Amazonas
1082,91,798,2831.0,Tarapaca,Amazonas
1083,94,1,27002.0,Puerto inirida,Guainia
1084,94,343,5156.0,Barranco minas,Guainia
1085,94,883,1094.0,San felipe,Guainia
1086,94,884,1214.0,Puerto colombia,Guainia
1087,94,885,157.0,La guadalupe,Guainia
1088,94,886,607.0,Cacahual,Guainia
1089,94,887,969.0,Pana pana (campo alegre),Guainia
1090,94,888,655.0,Morichal (morichal nuevo),Guainia
1091,95,1,45051.0,San jose del guaviare,Guaviare
1092,95,15,7900.0,Calamar,Guaviare
1093,95,25,10053.0,El retorno,Guaviare
1094,95,200,4023.0,Miraflores,Guaviare
1095,97,1,21642.0,Mitu,Vaupes
1096,97,161,2036.0,Caruru,Vaupes
1097,97,511,2865.0,Pacoa,Vaupes
1098,97,666,1581.0,Taraira,Vaupes
1099,97,777,432.0,Papunaua (morichal),Vaupes
1100,97,889,407.0,Yavarate,Vaupes
1101,99,1,18945.0,Puerto carreño,Vichada
1102,99,524,8878.0,La primavera,Vichada
1103,99,773,39954.0,Cumaribo,Vichada
